Primary_Level_Key,Employment_Level_1_Title,Employment_Level_2_Title,Secondary_Level_Key,Employment_Title,Employment_Code,Employment_Type,Employment_Code_0,Employment_Code_1
51-0000,Production occupations,Metal workers and plastic workers,51-4000,"Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic",51-4033,Line item,51,4033
51-0000,Production occupations,Metal workers and plastic workers,51-4000,"Lathe and turning machine tool setters, operators, and tenders, metal and plastic",51-4034,Line item,51,4034
51-0000,Production occupations,Metal workers and plastic workers,51-4000,"Milling and planing machine setters, operators, and tenders, metal and plastic",51-4035,Line item,51,4035
51-0000,Production occupations,Metal workers and plastic workers,51-4000,Machinists,51-4041,Line item,51,4041
51-0000,Production occupations,Metal workers and plastic workers,51-4000,"Metal furnace operators, tenders, pourers, and casters",51-4050,Summary,51,4050
51-0000,Production occupations,Metal workers and plastic workers,51-4000,Metal-refining furnace operators and tenders,51-4051,Line item,51,4051
51-0000,Production occupations,Metal workers and plastic workers,51-4000,"Pourers and casters, metal",51-4052,Line item,51,4052
51-0000,Production occupations,Metal workers and plastic workers,51-4000,"Model makers and patternmakers, metal and plastic",51-4060,Summary,51,4060
51-0000,Production occupations,Metal workers and plastic workers,51-4000,"Model makers, metal and plastic",51-4061,Line item,51,4061
51-0000,Production occupations,Metal workers and plastic workers,51-4000,"Patternmakers, metal and plastic",51-4062,Line item,51,4062
51-0000,Production occupations,Metal workers and plastic workers,51-4000,"Molders and molding machine setters, operators, and tenders, metal and plastic",51-4070,Summary,51,4070
51-0000,Production occupations,Metal workers and plastic workers,51-4000,Foundry mold and coremakers,51-4071,Line item,51,4071
51-0000,Production occupations,Metal workers and plastic workers,51-4000,"Molding, coremaking, and casting machine setters, operators, and tenders, metal and plastic",51-4072,Line item,51,4072
51-0000,Production occupations,Metal workers and plastic workers,51-4000,"Multiple machine tool setters, operators, and tenders, metal and plastic",51-4081,Line item,51,4081
51-0000,Production occupations,Metal workers and plastic workers,51-4000,Tool and die makers,51-4111,Line item,51,4111
51-0000,Production occupations,Metal workers and plastic workers,51-4000,"Welding, soldering, and brazing workers",51-4120,Summary,51,4120
51-0000,Production occupations,Metal workers and plastic workers,51-4000,"Welders, cutters, solderers, and brazers",51-4121,Line item,51,4121
51-0000,Production occupations,Metal workers and plastic workers,51-4000,"Welding, soldering, and brazing machine setters, operators, and tenders",51-4122,Line item,51,4122
51-0000,Production occupations,Metal workers and plastic workers,51-4000,Miscellaneous metal workers and plastic workers,51-4190,Summary,51,4190
51-0000,Production occupations,Metal workers and plastic workers,51-4000,"Heat treating equipment setters, operators, and tenders, metal and plastic",51-4191,Line item,51,4191
51-0000,Production occupations,Metal workers and plastic workers,51-4000,"Layout workers, metal and plastic",51-4192,Line item,51,4192
51-0000,Production occupations,Metal workers and plastic workers,51-4000,"Plating machine setters, operators, and tenders, metal and plastic",51-4193,Line item,51,4193
51-0000,Production occupations,Metal workers and plastic workers,51-4000,"Tool grinders, filers, and sharpeners",51-4194,Line item,51,4194
51-0000,Production occupations,Metal workers and plastic workers,51-4000,"Metal workers and plastic workers, all other",51-4199,Line item,51,4199
51-0000,Production occupations,Metal workers and plastic workers,51-4000,Printing workers,51-5100,Summary,51,5100
51-0000,Production occupations,Metal workers and plastic workers,51-4000,Prepress technicians and workers,51-5111,Line item,51,5111
51-0000,Production occupations,Metal workers and plastic workers,51-4000,Printing press operators,51-5112,Line item,51,5112
51-0000,Production occupations,Metal workers and plastic workers,51-4000,Print binding and finishing workers,51-5113,Line item,51,5113
51-0000,Production occupations,Plant and system operators,51-8000,"Power plant operators, distributors, and dispatchers",51-8010,Summary,51,8010
51-0000,Production occupations,Plant and system operators,51-8000,Nuclear power reactor operators,51-8011,Line item,51,8011
51-0000,Production occupations,Plant and system operators,51-8000,Power distributors and dispatchers,51-8012,Line item,51,8012
51-0000,Production occupations,Plant and system operators,51-8000,Power plant operators,51-8013,Line item,51,8013
51-0000,Production occupations,Plant and system operators,51-8000,Stationary engineers and boiler operators,51-8021,Line item,51,8021
51-0000,Production occupations,Plant and system operators,51-8000,Water and wastewater treatment plant and system operators,51-8031,Line item,51,8031
51-0000,Production occupations,Plant and system operators,51-8000,Miscellaneous plant and system operators,51-8090,Summary,51,8090
51-0000,Production occupations,Plant and system operators,51-8000,Chemical plant and system operators,51-8091,Line item,51,8091
51-0000,Production occupations,Plant and system operators,51-8000,Gas plant operators,51-8092,Line item,51,8092
51-0000,Production occupations,Plant and system operators,51-8000,"Petroleum pump system operators, refinery operators, and gaugers",51-8093,Line item,51,8093
51-0000,Production occupations,Plant and system operators,51-8000,"Plant and system operators, all other",51-8099,Line item,51,8099
51-0000,Production occupations,Food processing workers,51-3000,Bakers,51-3011,Line item,51,3011
51-0000,Production occupations,Food processing workers,51-3000,"Butchers and other meat, poultry, and fish processing workers",51-3020,Summary,51,3020
51-0000,Production occupations,Food processing workers,51-3000,Butchers and meat cutters,51-3021,Line item,51,3021
51-0000,Production occupations,Food processing workers,51-3000,"Meat, poultry, and fish cutters and trimmers",51-3022,Line item,51,3022
51-0000,Production occupations,Food processing workers,51-3000,Slaughterers and meat packers,51-3023,Line item,51,3023
51-0000,Production occupations,Food processing workers,51-3000,Miscellaneous food processing workers,51-3090,Summary,51,3090
51-0000,Production occupations,Food processing workers,51-3000,"Food and tobacco roasting, baking, and drying machine operators and tenders",51-3091,Line item,51,3091
51-0000,Production occupations,Food processing workers,51-3000,Food batchmakers,51-3092,Line item,51,3092
51-0000,Production occupations,Food processing workers,51-3000,Food cooking machine operators and tenders,51-3093,Line item,51,3093
51-0000,Production occupations,Food processing workers,51-3000,"Food processing workers, all other",51-3099,Line item,51,3099
51-0000,Production occupations,"Textile, apparel, and furnishings workers",51-6000,Laundry and dry-cleaning workers,51-6011,Line item,51,6011
51-0000,Production occupations,"Textile, apparel, and furnishings workers",51-6000,"Pressers, textile, garment, and related materials",51-6021,Line item,51,6021
51-0000,Production occupations,"Textile, apparel, and furnishings workers",51-6000,Sewing machine operators,51-6031,Line item,51,6031
51-0000,Production occupations,"Textile, apparel, and furnishings workers",51-6000,Shoe and leather workers,51-6040,Summary,51,6040
51-0000,Production occupations,"Textile, apparel, and furnishings workers",51-6000,Shoe and leather workers and repairers,51-6041,Line item,51,6041
51-0000,Production occupations,"Textile, apparel, and furnishings workers",51-6000,Shoe machine operators and tenders,51-6042,Line item,51,6042
51-0000,Production occupations,"Textile, apparel, and furnishings workers",51-6000,"Tailors, dressmakers, and sewers",51-6050,Summary,51,6050
51-0000,Production occupations,"Textile, apparel, and furnishings workers",51-6000,"Sewers, hand",51-6051,Line item,51,6051
51-0000,Production occupations,"Textile, apparel, and furnishings workers",51-6000,"Tailors, dressmakers, and custom sewers",51-6052,Line item,51,6052
51-0000,Production occupations,"Textile, apparel, and furnishings workers",51-6000,"Textile machine setters, operators, and tenders",51-6060,Summary,51,6060
51-0000,Production occupations,"Textile, apparel, and furnishings workers",51-6000,Textile bleaching and dyeing machine operators and tenders,51-6061,Line item,51,6061
51-0000,Production occupations,"Textile, apparel, and furnishings workers",51-6000,"Textile cutting machine setters, operators, and tenders",51-6062,Line item,51,6062
51-0000,Production occupations,"Textile, apparel, and furnishings workers",51-6000,"Textile knitting and weaving machine setters, operators, and tenders",51-6063,Line item,51,6063
51-0000,Production occupations,"Textile, apparel, and furnishings workers",51-6000,"Textile winding, twisting, and drawing out machine setters, operators, and tenders",51-6064,Line item,51,6064
51-0000,Production occupations,"Textile, apparel, and furnishings workers",51-6000,"Miscellaneous textile, apparel, and furnishings workers",51-6090,Summary,51,6090
51-0000,Production occupations,"Textile, apparel, and furnishings workers",51-6000,"Extruding and forming machine setters, operators, and tenders, synthetic and glass fibers",51-6091,Line item,51,6091
51-0000,Production occupations,"Textile, apparel, and furnishings workers",51-6000,Fabric and apparel patternmakers,51-6092,Line item,51,6092
51-0000,Production occupations,"Textile, apparel, and furnishings workers",51-6000,Upholsterers,51-6093,Line item,51,6093
51-0000,Production occupations,"Textile, apparel, and furnishings workers",51-6000,"Textile, apparel, and furnishings workers, all other",51-6099,Line item,51,6099
51-0000,Production occupations,Woodworkers,51-7000,Cabinetmakers and bench carpenters,51-7011,Line item,51,7011
51-0000,Production occupations,Woodworkers,51-7000,Furniture finishers,51-7021,Line item,51,7021
51-0000,Production occupations,Woodworkers,51-7000,"Model makers and patternmakers, wood",51-7030,Summary,51,7030
51-0000,Production occupations,Woodworkers,51-7000,"Model makers, wood",51-7031,Line item,51,7031
51-0000,Production occupations,Woodworkers,51-7000,"Patternmakers, wood",51-7032,Line item,51,7032
51-0000,Production occupations,Woodworkers,51-7000,"Woodworking machine setters, operators, and tenders",51-7040,Summary,51,7040
51-0000,Production occupations,Woodworkers,51-7000,"Sawing machine setters, operators, and tenders, wood",51-7041,Line item,51,7041
51-0000,Production occupations,Woodworkers,51-7000,"Woodworking machine setters, operators, and tenders, except sawing",51-7042,Line item,51,7042
51-0000,Production occupations,Woodworkers,51-7000,"Woodworkers, all other",51-7099,Line item,51,7099
51-0000,Production occupations,Supervisors of production workers,51-1000,First-line supervisors of production and operating workers,51-1011,Line item,51,1011
51-0000,Production occupations,Assemblers and fabricators,51-2000,"Aircraft structure, surfaces, rigging, and systems assemblers",51-2011,Line item,51,2011
51-0000,Production occupations,Assemblers and fabricators,51-2000,"Electrical, electronics, and electromechanical assemblers",51-2020,Summary,51,2020
51-0000,Production occupations,Assemblers and fabricators,51-2000,"Coil winders, tapers, and finishers",51-2021,Line item,51,2021
51-0000,Production occupations,Assemblers and fabricators,51-2000,"Electrical, electronic, and electromechanical assemblers, except coil winders, tapers, and finishers",51-2028,Line item,51,2028
51-0000,Production occupations,Assemblers and fabricators,51-2000,Engine and other machine assemblers,51-2031,Line item,51,2031
51-0000,Production occupations,Assemblers and fabricators,51-2000,Structural metal fabricators and fitters,51-2041,Line item,51,2041
51-0000,Production occupations,Assemblers and fabricators,51-2000,Fiberglass laminators and fabricators,51-2051,Line item,51,2051
51-0000,Production occupations,Assemblers and fabricators,51-2000,Timing device assemblers and adjusters,51-2061,Line item,51,2061
51-0000,Production occupations,Assemblers and fabricators,51-2000,Miscellaneous assemblers and fabricators,51-2090,Line item,51,2090
29-0000,Healthcare practitioners and technical occupations,Other healthcare practitioners and technical occupations,29-9000,Athletic trainers,29-9091,Line item,29,9091
29-0000,Healthcare practitioners and technical occupations,Other healthcare practitioners and technical occupations,29-9000,Genetic counselors,29-9092,Line item,29,9092
29-0000,Healthcare practitioners and technical occupations,Other healthcare practitioners and technical occupations,29-9000,"Health information technologists, medical registrars, surgical assistants, and healthcare practitioners and technical workers, all other",29-9098,Line item,29,9098
29-0000,Healthcare practitioners and technical occupations,Other healthcare practitioners and technical occupations,29-9000,"Home health and personal care aides; and nursing assistants, orderlies, and psychiatric aides",31-1100,Summary,31,1100
29-0000,Healthcare practitioners and technical occupations,Other healthcare practitioners and technical occupations,29-9000,Home health and personal care aides,31-1120,Line item,31,1120
29-0000,Healthcare practitioners and technical occupations,Other healthcare practitioners and technical occupations,29-9000,"Nursing assistants, orderlies, and psychiatric aides",31-1130,Summary,31,1130
29-0000,Healthcare practitioners and technical occupations,Other healthcare practitioners and technical occupations,29-9000,Nursing assistants,31-1131,Line item,31,1131
29-0000,Healthcare practitioners and technical occupations,Other healthcare practitioners and technical occupations,29-9000,Orderlies,31-1132,Line item,31,1132
29-0000,Healthcare practitioners and technical occupations,Other healthcare practitioners and technical occupations,29-9000,Psychiatric aides,31-1133,Line item,31,1133
29-0000,Healthcare practitioners and technical occupations,Healthcare diagnosing or treating practitioners,29-1000,Chiropractors,29-1011,Line item,29,1011
29-0000,Healthcare practitioners and technical occupations,Healthcare diagnosing or treating practitioners,29-1000,Dentists,29-1020,Summary,29,1020
29-0000,Healthcare practitioners and technical occupations,Healthcare diagnosing or treating practitioners,29-1000,"Dentists, general",29-1021,Line item,29,1021
29-0000,Healthcare practitioners and technical occupations,Healthcare diagnosing or treating practitioners,29-1000,Oral and maxillofacial surgeons,29-1022,Line item,29,1022
29-0000,Healthcare practitioners and technical occupations,Healthcare diagnosing or treating practitioners,29-1000,Orthodontists,29-1023,Line item,29,1023
29-0000,Healthcare practitioners and technical occupations,Healthcare diagnosing or treating practitioners,29-1000,Prosthodontists,29-1024,Line item,29,1024
29-0000,Healthcare practitioners and technical occupations,Healthcare diagnosing or treating practitioners,29-1000,"Dentists, all other specialists",29-1029,Line item,29,1029
29-0000,Healthcare practitioners and technical occupations,Healthcare diagnosing or treating practitioners,29-1000,Dietitians and nutritionists,29-1031,Line item,29,1031
29-0000,Healthcare practitioners and technical occupations,Healthcare diagnosing or treating practitioners,29-1000,Optometrists,29-1041,Line item,29,1041
29-0000,Healthcare practitioners and technical occupations,Healthcare diagnosing or treating practitioners,29-1000,Pharmacists,29-1051,Line item,29,1051
29-0000,Healthcare practitioners and technical occupations,Healthcare diagnosing or treating practitioners,29-1000,Physician assistants,29-1071,Line item,29,1071
29-0000,Healthcare practitioners and technical occupations,Healthcare diagnosing or treating practitioners,29-1000,Podiatrists,29-1081,Line item,29,1081
29-0000,Healthcare practitioners and technical occupations,Healthcare diagnosing or treating practitioners,29-1000,Therapists,29-1120,Summary,29,1120
29-0000,Healthcare practitioners and technical occupations,Healthcare diagnosing or treating practitioners,29-1000,Occupational therapists,29-1122,Line item,29,1122
29-0000,Healthcare practitioners and technical occupations,Healthcare diagnosing or treating practitioners,29-1000,Physical therapists,29-1123,Line item,29,1123
29-0000,Healthcare practitioners and technical occupations,Healthcare diagnosing or treating practitioners,29-1000,Radiation therapists,29-1124,Line item,29,1124
29-0000,Healthcare practitioners and technical occupations,Healthcare diagnosing or treating practitioners,29-1000,Recreational therapists,29-1125,Line item,29,1125
29-0000,Healthcare practitioners and technical occupations,Healthcare diagnosing or treating practitioners,29-1000,Respiratory therapists,29-1126,Line item,29,1126
29-0000,Healthcare practitioners and technical occupations,Healthcare diagnosing or treating practitioners,29-1000,Speech-language pathologists,29-1127,Line item,29,1127
29-0000,Healthcare practitioners and technical occupations,Healthcare diagnosing or treating practitioners,29-1000,Exercise physiologists,29-1128,Line item,29,1128
29-0000,Healthcare practitioners and technical occupations,Healthcare diagnosing or treating practitioners,29-1000,"Therapists, all other",29-1129,Line item,29,1129
29-0000,Healthcare practitioners and technical occupations,Healthcare diagnosing or treating practitioners,29-1000,Veterinarians,29-1131,Line item,29,1131
29-0000,Healthcare practitioners and technical occupations,Healthcare diagnosing or treating practitioners,29-1000,Registered nurses,29-1141,Line item,29,1141
29-0000,Healthcare practitioners and technical occupations,Healthcare diagnosing or treating practitioners,29-1000,Nurse anesthetists,29-1151,Line item,29,1151
29-0000,Healthcare practitioners and technical occupations,Healthcare diagnosing or treating practitioners,29-1000,Nurse midwives,29-1161,Line item,29,1161
29-0000,Healthcare practitioners and technical occupations,Healthcare diagnosing or treating practitioners,29-1000,Nurse practitioners,29-1171,Line item,29,1171
29-0000,Healthcare practitioners and technical occupations,Healthcare diagnosing or treating practitioners,29-1000,Audiologists,29-1181,Line item,29,1181
29-0000,Healthcare practitioners and technical occupations,Healthcare diagnosing or treating practitioners,29-1000,Anesthesiologists,29-1211,Line item,29,1211
29-0000,Healthcare practitioners and technical occupations,Healthcare diagnosing or treating practitioners,29-1000,Family medicine physicians,29-1215,Line item,29,1215
29-0000,Healthcare practitioners and technical occupations,Healthcare diagnosing or treating practitioners,29-1000,General internal medicine physicians,29-1216,Line item,29,1216
29-0000,Healthcare practitioners and technical occupations,Healthcare diagnosing or treating practitioners,29-1000,Obstetricians and gynecologists,29-1218,Line item,29,1218
29-0000,Healthcare practitioners and technical occupations,Healthcare diagnosing or treating practitioners,29-1000,"Pediatricians, general",29-1221,Line item,29,1221
29-0000,Healthcare practitioners and technical occupations,Healthcare diagnosing or treating practitioners,29-1000,Psychiatrists,29-1223,Line item,29,1223
29-0000,Healthcare practitioners and technical occupations,Healthcare diagnosing or treating practitioners,29-1000,"Physicians, all other; and ophthalmologists, except pediatric",29-1228,Line item,29,1228
29-0000,Healthcare practitioners and technical occupations,Healthcare diagnosing or treating practitioners,29-1000,"Surgeons, except ophthalmologists",29-1248,Line item,29,1248
29-0000,Healthcare practitioners and technical occupations,Healthcare diagnosing or treating practitioners,29-1000,Miscellaneous healthcare diagnosing or treating practitioners,29-1290,Summary,29,1290
29-0000,Healthcare practitioners and technical occupations,Healthcare diagnosing or treating practitioners,29-1000,Dental hygienists,29-1292,Line item,29,1292
29-0000,Healthcare practitioners and technical occupations,Healthcare diagnosing or treating practitioners,29-1000,"Acupuncturists and healthcare diagnosing or treating practitioners, all other",29-1298,Line item,29,1298
29-0000,Healthcare practitioners and technical occupations,Health technologists and technicians,29-2000,Clinical laboratory technologists and technicians,29-2010,Line item,29,2010
29-0000,Healthcare practitioners and technical occupations,Health technologists and technicians,29-2000,Cardiovascular technologists and technicians,29-2031,Line item,29,2031
29-0000,Healthcare practitioners and technical occupations,Health technologists and technicians,29-2000,Diagnostic medical sonographers,29-2032,Line item,29,2032
29-0000,Healthcare practitioners and technical occupations,Health technologists and technicians,29-2000,Nuclear medicine technologists,29-2033,Line item,29,2033
29-0000,Healthcare practitioners and technical occupations,Health technologists and technicians,29-2000,Radiologic technologists and technicians,29-2034,Line item,29,2034
29-0000,Healthcare practitioners and technical occupations,Health technologists and technicians,29-2000,Magnetic resonance imaging technologists,29-2035,Line item,29,2035
29-0000,Healthcare practitioners and technical occupations,Health technologists and technicians,29-2000,Emergency medical technicians and paramedics,29-2040,Line item,29,2040
29-0000,Healthcare practitioners and technical occupations,Health technologists and technicians,29-2000,Health practitioner support technologists and technicians,29-2050,Summary,29,2050
29-0000,Healthcare practitioners and technical occupations,Health technologists and technicians,29-2000,Dietetic technicians,29-2051,Line item,29,2051
29-0000,Healthcare practitioners and technical occupations,Health technologists and technicians,29-2000,Pharmacy technicians,29-2052,Line item,29,2052
29-0000,Healthcare practitioners and technical occupations,Health technologists and technicians,29-2000,Psychiatric technicians,29-2053,Line item,29,2053
29-0000,Healthcare practitioners and technical occupations,Health technologists and technicians,29-2000,Surgical technologists,29-2055,Line item,29,2055
29-0000,Healthcare practitioners and technical occupations,Health technologists and technicians,29-2000,Veterinary technologists and technicians,29-2056,Line item,29,2056
29-0000,Healthcare practitioners and technical occupations,Health technologists and technicians,29-2000,Ophthalmic medical technicians,29-2057,Line item,29,2057
29-0000,Healthcare practitioners and technical occupations,Health technologists and technicians,29-2000,Licensed practical and licensed vocational nurses,29-2061,Line item,29,2061
29-0000,Healthcare practitioners and technical occupations,Health technologists and technicians,29-2000,"Opticians, dispensing",29-2081,Line item,29,2081
29-0000,Healthcare practitioners and technical occupations,Health technologists and technicians,29-2000,Orthotists and prosthetists,29-2091,Line item,29,2091
29-0000,Healthcare practitioners and technical occupations,Health technologists and technicians,29-2000,Hearing aid specialists,29-2092,Line item,29,2092
29-0000,Healthcare practitioners and technical occupations,Health technologists and technicians,29-2000,"Medical dosimetrists, medical records specialists, and health technologists and technicians, all other",29-2098,Line item,29,2098
45-0000,"Farming, fishing, and forestry occupations","Forest, conservation, and logging workers",45-4000,Forest and conservation workers,45-4011,Line item,45,4011
45-0000,"Farming, fishing, and forestry occupations","Forest, conservation, and logging workers",45-4000,Logging workers,45-4020,Summary,45,4020
45-0000,"Farming, fishing, and forestry occupations","Forest, conservation, and logging workers",45-4000,Fallers,45-4021,Line item,45,4021
45-0000,"Farming, fishing, and forestry occupations","Forest, conservation, and logging workers",45-4000,Logging equipment operators,45-4022,Line item,45,4022
45-0000,"Farming, fishing, and forestry occupations","Forest, conservation, and logging workers",45-4000,Log graders and scalers,45-4023,Line item,45,4023
45-0000,"Farming, fishing, and forestry occupations","Forest, conservation, and logging workers",45-4000,"Logging workers, all other",45-4029,Line item,45,4029
45-0000,"Farming, fishing, and forestry occupations",Fishing and hunting workers,45-3000,Fishing and hunting workers,45-3000,Summary,45,3000
45-0000,"Farming, fishing, and forestry occupations",Fishing and hunting workers,45-3000,Fishing and hunting workers,45-3031,Line item,45,3031
45-0000,"Farming, fishing, and forestry occupations","Supervisors of farming, fishing, and forestry workers",45-1000,"First-line supervisors of farming, fishing, and forestry workers",45-1011,Line item,45,1011
45-0000,"Farming, fishing, and forestry occupations",Agricultural workers,45-2000,Agricultural inspectors,45-2011,Line item,45,2011
45-0000,"Farming, fishing, and forestry occupations",Agricultural workers,45-2000,Animal breeders,45-2021,Line item,45,2021
45-0000,"Farming, fishing, and forestry occupations",Agricultural workers,45-2000,"Graders and sorters, agricultural products",45-2041,Line item,45,2041
45-0000,"Farming, fishing, and forestry occupations",Agricultural workers,45-2000,Miscellaneous agricultural workers,45-2090,Summary,45,2090
45-0000,"Farming, fishing, and forestry occupations",Agricultural workers,45-2000,Agricultural equipment operators,45-2091,Line item,45,2091
45-0000,"Farming, fishing, and forestry occupations",Agricultural workers,45-2000,"Farmworkers and laborers, crop, nursery, and greenhouse",45-2092,Line item,45,2092
45-0000,"Farming, fishing, and forestry occupations",Agricultural workers,45-2000,"Farmworkers, farm, ranch, and aquacultural animals",45-2093,Line item,45,2093
45-0000,"Farming, fishing, and forestry occupations",Agricultural workers,45-2000,"Agricultural workers, all other",45-2099,Line item,45,2099
49-0000,"Installation, maintenance, and repair occupations","Electrical and electronic equipment mechanics, installers, and repairers",49-2000,"Computer, automated teller, and office machine repairers",49-2011,Line item,49,2011
49-0000,"Installation, maintenance, and repair occupations","Electrical and electronic equipment mechanics, installers, and repairers",49-2000,Radio and telecommunications equipment installers and repairers,49-2020,Summary,49,2020
49-0000,"Installation, maintenance, and repair occupations","Electrical and electronic equipment mechanics, installers, and repairers",49-2000,"Radio, cellular, and tower equipment installers and repairers",49-2021,Line item,49,2021
49-0000,"Installation, maintenance, and repair occupations","Electrical and electronic equipment mechanics, installers, and repairers",49-2000,"Telecommunications equipment installers and repairers, except line installers",49-2022,Line item,49,2022
49-0000,"Installation, maintenance, and repair occupations","Electrical and electronic equipment mechanics, installers, and repairers",49-2000,"Miscellaneous electrical and electronic equipment mechanics, installers, and repairers",49-2090,Summary,49,2090
49-0000,"Installation, maintenance, and repair occupations","Electrical and electronic equipment mechanics, installers, and repairers",49-2000,Avionics technicians,49-2091,Line item,49,2091
49-0000,"Installation, maintenance, and repair occupations","Electrical and electronic equipment mechanics, installers, and repairers",49-2000,"Electric motor, power tool, and related repairers",49-2092,Line item,49,2092
49-0000,"Installation, maintenance, and repair occupations","Electrical and electronic equipment mechanics, installers, and repairers",49-2000,"Electrical and electronics installers and repairers, transportation equipment",49-2093,Line item,49,2093
49-0000,"Installation, maintenance, and repair occupations","Electrical and electronic equipment mechanics, installers, and repairers",49-2000,"Electrical and electronics repairers, commercial and industrial equipment",49-2094,Line item,49,2094
49-0000,"Installation, maintenance, and repair occupations","Electrical and electronic equipment mechanics, installers, and repairers",49-2000,"Electrical and electronics repairers, powerhouse, substation, and relay",49-2095,Line item,49,2095
49-0000,"Installation, maintenance, and repair occupations","Electrical and electronic equipment mechanics, installers, and repairers",49-2000,"Electronic equipment installers and repairers, motor vehicles",49-2096,Line item,49,2096
49-0000,"Installation, maintenance, and repair occupations","Electrical and electronic equipment mechanics, installers, and repairers",49-2000,Audiovisual equipment installers and repairers,49-2097,Line item,49,2097
49-0000,"Installation, maintenance, and repair occupations","Electrical and electronic equipment mechanics, installers, and repairers",49-2000,Security and fire alarm systems installers,49-2098,Line item,49,2098
49-0000,"Installation, maintenance, and repair occupations","Vehicle and mobile equipment mechanics, installers, and repairers",49-3000,Aircraft mechanics and service technicians,49-3011,Line item,49,3011
49-0000,"Installation, maintenance, and repair occupations","Vehicle and mobile equipment mechanics, installers, and repairers",49-3000,Automotive technicians and repairers,49-3020,Summary,49,3020
49-0000,"Installation, maintenance, and repair occupations","Vehicle and mobile equipment mechanics, installers, and repairers",49-3000,Automotive body and related repairers,49-3021,Line item,49,3021
49-0000,"Installation, maintenance, and repair occupations","Vehicle and mobile equipment mechanics, installers, and repairers",49-3000,Automotive glass installers and repairers,49-3022,Line item,49,3022
49-0000,"Installation, maintenance, and repair occupations","Vehicle and mobile equipment mechanics, installers, and repairers",49-3000,Automotive service technicians and mechanics,49-3023,Line item,49,3023
49-0000,"Installation, maintenance, and repair occupations","Vehicle and mobile equipment mechanics, installers, and repairers",49-3000,Bus and truck mechanics and diesel engine specialists,49-3031,Line item,49,3031
49-0000,"Installation, maintenance, and repair occupations","Vehicle and mobile equipment mechanics, installers, and repairers",49-3000,Heavy vehicle and mobile equipment service technicians and mechanics,49-3040,Summary,49,3040
49-0000,"Installation, maintenance, and repair occupations","Vehicle and mobile equipment mechanics, installers, and repairers",49-3000,Farm equipment mechanics and service technicians,49-3041,Line item,49,3041
49-0000,"Installation, maintenance, and repair occupations","Vehicle and mobile equipment mechanics, installers, and repairers",49-3000,"Mobile heavy equipment mechanics, except engines",49-3042,Line item,49,3042
49-0000,"Installation, maintenance, and repair occupations","Vehicle and mobile equipment mechanics, installers, and repairers",49-3000,Rail car repairers,49-3043,Line item,49,3043
49-0000,"Installation, maintenance, and repair occupations","Vehicle and mobile equipment mechanics, installers, and repairers",49-3000,Small engine mechanics,49-3050,Summary,49,3050
49-0000,"Installation, maintenance, and repair occupations","Vehicle and mobile equipment mechanics, installers, and repairers",49-3000,Motorboat mechanics and service technicians,49-3051,Line item,49,3051
49-0000,"Installation, maintenance, and repair occupations","Vehicle and mobile equipment mechanics, installers, and repairers",49-3000,Motorcycle mechanics,49-3052,Line item,49,3052
49-0000,"Installation, maintenance, and repair occupations","Vehicle and mobile equipment mechanics, installers, and repairers",49-3000,Outdoor power equipment and other small engine mechanics,49-3053,Line item,49,3053
49-0000,"Installation, maintenance, and repair occupations","Vehicle and mobile equipment mechanics, installers, and repairers",49-3000,"Miscellaneous vehicle and mobile equipment mechanics, installers, and repairers",49-3090,Summary,49,3090
49-0000,"Installation, maintenance, and repair occupations","Vehicle and mobile equipment mechanics, installers, and repairers",49-3000,Bicycle repairers,49-3091,Line item,49,3091
49-0000,"Installation, maintenance, and repair occupations","Vehicle and mobile equipment mechanics, installers, and repairers",49-3000,Recreational vehicle service technicians,49-3092,Line item,49,3092
49-0000,"Installation, maintenance, and repair occupations","Vehicle and mobile equipment mechanics, installers, and repairers",49-3000,Tire repairers and changers,49-3093,Line item,49,3093
49-0000,"Installation, maintenance, and repair occupations","Supervisors of installation, maintenance, and repair workers",49-1000,"First-line supervisors of mechanics, installers, and repairers",49-1011,Line item,49,1011
49-0000,"Installation, maintenance, and repair occupations","Other installation, maintenance, and repair occupations",49-9000,Control and valve installers and repairers,49-9010,Summary,49,9010
49-0000,"Installation, maintenance, and repair occupations","Other installation, maintenance, and repair occupations",49-9000,Mechanical door repairers,49-9011,Line item,49,9011
49-0000,"Installation, maintenance, and repair occupations","Other installation, maintenance, and repair occupations",49-9000,"Control and valve installers and repairers, except mechanical door",49-9012,Line item,49,9012
49-0000,"Installation, maintenance, and repair occupations","Other installation, maintenance, and repair occupations",49-9000,"Heating, air conditioning, and refrigeration mechanics and installers",49-9021,Line item,49,9021
49-0000,"Installation, maintenance, and repair occupations","Other installation, maintenance, and repair occupations",49-9000,Home appliance repairers,49-9031,Line item,49,9031
49-0000,"Installation, maintenance, and repair occupations","Other installation, maintenance, and repair occupations",49-9000,"Industrial machinery installation, repair, and maintenance workers",49-9040,Summary,49,9040
49-0000,"Installation, maintenance, and repair occupations","Other installation, maintenance, and repair occupations",49-9000,Industrial machinery mechanics,49-9041,Line item,49,9041
49-0000,"Installation, maintenance, and repair occupations","Other installation, maintenance, and repair occupations",49-9000,"Maintenance workers, machinery",49-9043,Line item,49,9043
49-0000,"Installation, maintenance, and repair occupations","Other installation, maintenance, and repair occupations",49-9000,Millwrights,49-9044,Line item,49,9044
